Name,DATE,Team,Home/Away,OPP,AB,R,H,2B,3B,HR,RBI,Walks,HBP,BA,OBP,SLG,OPS,SB,CS,GDP,1B,HRR,TB,Season
Ahn Hyun-min,03/28/2026,KT,,LG,2,3,1,0,1,0,0,2,2,0.5,0.833,1.5,2.333,0,0,0,0,4,3,2026
An Chi-Hong,03/28/2026,Hanwha,,Hanwha,3,2,2,2,0,0,0,3,0,0.667,0.833,1.333,2.167,0,0,0,0,4,4,2026
Austin Dean,03/28/2026,LG,,KT,5,2,3,0,0,0,0,0,0,0.6,0.6,0.6,1.2,0,0,0,3,5,3,2026
Chae Eun-seong,03/28/2026,Hanwha,,Kiwoom,4,2,2,0,0,1,1,1,0,0.5,0.6,1.25,1.85,0,0,0,1,5,5,2026
Cheon Seong-ho,03/28/2026,KT,,KT,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,2026
Choi Hyoung-woo,03/28/2026,Kia,,Lotte,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2026
Choi Jeong,03/28/2026,SSG,,Kia,3,0,1,0,0,0,0,1,1,0.333,0.6,0.333,0.933,0,0,0,1,1,1,2026
Choi Ji-Hoon,03/28/2026,SSG,,Kia,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2026
Choi Won-jun,03/28/2026,Kia,,LG,5,0,1,0,0,0,0,1,0,0.2,0.333,0.2,0.533,0,1,0,1,1,1,2026
Eo Joon-seo,03/28/2026,Kiwoom,,Hanwha,5,0,0,0,0,0,0,1,0,0.0,0.167,0.0,0.167,0,0,0,0,0,0,2026
Guillermo Heredia,03/28/2026,SSG,,Kia,5,0,1,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0,0,1,2,1,2026
Heo Kyoung-Min,03/28/2026,Doosan,,LG,5,1,3,0,0,0,1,0,0,0.6,0.6,0.6,1.2,0,0,0,3,5,3,2026
Hong Chang-ki,03/28/2026,LG,,KT,3,1,1,0,0,0,0,3,0,0.333,0.667,0.333,1.0,1,0,0,1,2,1,2026
Hwang Seong-bin,03/28/2026,Lotte,,Samsung,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Im Ji-yeol,03/28/2026,Kiwoom,,Hanwha,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2026
Jang Sung-woo,03/28/2026,KT,,LG,2,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,1,1,1,2026
Jeon Jun-woo,03/28/2026,Lotte,,Samsung,4,1,1,0,0,1,1,0,0,0.25,0.25,1.0,1.25,0,0,0,0,3,4,2026
Jung Soo-bin,03/28/2026,Doosan,,NC,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2026
Kang Baek-ho,03/28/2026,KT,,Kiwoom,6,0,1,0,0,0,1,0,0,0.167,0.167,0.167,0.333,0,0,0,1,2,1,2026
Kang Min-ho,03/28/2026,Samsung,,Lotte,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kang Seung-ho,03/28/2026,Doosan,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kang-nam Yoo,03/28/2026,Lotte,,Samsung,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2026
Kim Do-yeong,03/28/2026,Kia,,SSG,5,2,2,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0,0,0,2,4,2,2026
Kim Hyun-soo,03/28/2026,LG,,LG,5,1,1,0,0,0,1,1,0,0.2,0.333,0.2,0.533,0,0,0,1,3,1,2026
Kim Jae-hwan,03/28/2026,Doosan,,Kia,3,1,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2026
Kim Ji-chan,03/28/2026,Samsung,,Lotte,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2026
Kim Ju-won,03/28/2026,NC,,Doosan,4,0,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,1,0,0,1,1,1,2026
Kim Seong-yoon,03/28/2026,Samsung,,Lotte,5,1,2,1,0,0,0,0,0,0.4,0.4,0.6,1.0,0,0,0,1,3,3,2026
Kim Sun-bin,03/28/2026,Kia,,SSG,4,0,2,0,0,0,4,1,0,0.5,0.6,0.5,1.1,0,0,0,2,6,2,2026
Kim Young-woong,03/28/2026,Samsung,,Lotte,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Koo Ja-wook,03/28/2026,Samsung,,Lotte,3,0,1,0,0,0,2,2,0,0.333,0.6,0.333,0.933,0,0,0,1,3,1,2026
Kwon Hui-dong,03/28/2026,NC,,Doosan,2,2,1,0,0,0,1,2,0,0.5,0.75,0.5,1.25,0,0,0,1,4,1,2026
Lee Hyung-jong,03/28/2026,Kiwoom,,Hanwha,1,2,0,0,0,0,0,3,0,0.0,0.75,0.0,0.75,0,0,0,0,2,0,2026
Lee Jae-hyeon,03/28/2026,Samsung,,Lotte,4,1,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,0,0,1,2,1,2026
Lewin Díaz,03/28/2026,Samsung,,Lotte,4,0,1,1,0,0,0,1,0,0.25,0.4,0.5,0.9,0,0,0,0,1,2,2026
Matthew Davidson,03/28/2026,NC,,Doosan,3,0,1,1,0,0,2,1,0,0.333,0.5,0.667,1.167,0,0,0,0,3,2,2026
Moon Bo-gyeong,03/28/2026,LG,,KT,3,1,2,1,0,0,2,1,0,0.667,0.75,1.0,1.75,0,0,1,1,5,3,2026
Moon Hyun-bin,03/28/2026,Unknown,,Kiwoom,5,1,3,2,0,0,3,1,0,0.6,0.667,1.0,1.667,0,0,0,1,7,5,2026
Moon Sung-Ju,03/28/2026,LG,,KT,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2026
Na Sung-bum,03/28/2026,Kia,,SSG,4,0,2,0,0,0,1,1,0,0.5,0.6,0.5,1.1,0,0,0,2,3,2,2026
Oh Sun-woo,03/28/2026,Kia,,SSG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Park Chan-ho,03/28/2026,Kia,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Park Dong-won,03/28/2026,LG,,KT,3,1,3,0,0,1,3,1,0,1.0,1.0,2.0,3.0,0,0,0,2,7,6,2026
Park Hae-min,03/28/2026,LG,,KT,4,1,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,0,0,1,2,1,2026
Park Kun-woo,03/28/2026,NC,,Doosan,4,1,2,0,0,1,3,0,0,0.5,0.5,1.25,1.75,0,0,0,1,6,5,2026
Park Min-woo,03/28/2026,NC,,Doosan,5,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,2,0,2026
Roh Si-Hwan,03/28/2026,Hanwha,,Kiwoom,6,0,1,0,0,0,1,0,0,0.167,0.167,0.167,0.333,0,0,0,1,2,1,2026
Ryu Ji-hyuk,03/28/2026,Samsung,,Lotte,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2026
Shin Min-jae,03/28/2026,LG,,KT,5,0,1,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0,0,1,2,1,2026
Son Ah-seop,03/28/2026,NC,,Kiwoom,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Son Ho-young,03/28/2026,Lotte,,Samsung,5,1,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0,1,2,1,2026
Víctor Reyes,03/28/2026,Lotte,,Samsung,5,1,2,0,0,1,2,0,0,0.4,0.4,1.0,1.4,0,0,0,1,5,5,2026
Yang Eui-ji,03/28/2026,Doosan,,NC,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Yang Suk-Hwan,03/28/2026,Doosan,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Yonathan Perlaza,03/28/2026,Hanwha,,Kiwoom,6,1,3,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,3,4,3,2026
Yoon Dong-hee,03/28/2026,Lotte,,Samsung,5,1,2,1,0,1,2,0,0,0.4,0.4,1.2,1.6,0,0,0,0,5,6,2026
Ahn Hyun-min,03/29/2026,KT,,LG,5,1,1,1,0,0,1,0,0,0.2,0.2,0.4,0.6,0,0,0,0,3,2,2026
An Chi-Hong,03/29/2026,Hanwha,,Hanwha,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2026
Austin Dean,03/29/2026,LG,,KT,4,2,3,1,0,0,1,1,0,0.75,0.8,1.0,1.8,0,0,0,2,6,4,2026
Chae Eun-seong,03/29/2026,Hanwha,,Kiwoom,4,1,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,3,1,2026
Choi Hyoung-woo,03/29/2026,Kia,,Lotte,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,1,1,2,1,2026
Choi In-ho,03/29/2026,Hanwha,,Kiwoom,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Choi Jeong,03/29/2026,SSG,,Kia,3,0,0,0,0,0,1,1,0,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2026
Choi Ji-Hoon,03/29/2026,SSG,,Kia,2,1,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,1,0,0,0,1,0,2026
Choi Won-jun,03/29/2026,Kia,,LG,4,0,2,0,0,0,0,1,0,0.5,0.6,0.5,1.1,0,1,0,2,2,2,2026
Eo Joon-seo,03/29/2026,Kiwoom,,Hanwha,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2026
Guillermo Heredia,03/29/2026,SSG,,Kia,4,1,1,0,0,1,3,1,0,0.25,0.4,1.0,1.4,0,0,0,0,5,4,2026
Heo Kyoung-Min,03/29/2026,Doosan,,LG,3,1,3,0,0,1,3,1,0,1.0,1.0,2.0,3.0,0,0,0,2,7,6,2026
Hong Chang-ki,03/29/2026,LG,,KT,4,1,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,0,0,1,2,1,2026
Hwang Seong-bin,03/29/2026,Lotte,,Samsung,4,1,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,1,0,0,2,3,2,2026
Jang Sung-woo,03/29/2026,KT,,LG,3,1,1,1,0,0,1,1,0,0.333,0.5,0.667,1.167,0,0,1,0,3,2,2026
Jeon Jun-woo,03/29/2026,Lotte,,Samsung,4,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,2,2,2,2026
Jung Soo-bin,03/29/2026,Doosan,,NC,4,1,1,0,0,0,1,1,0,0.25,0.4,0.25,0.65,2,0,0,1,3,1,2026
Kang Baek-ho,03/29/2026,KT,,Kiwoom,5,1,2,1,0,1,5,0,0,0.4,0.4,1.2,1.6,0,0,0,0,8,6,2026
Kang Min-ho,03/29/2026,Samsung,,Lotte,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kang Seung-ho,03/29/2026,Doosan,,NC,4,1,2,0,0,0,1,1,0,0.5,0.6,0.5,1.1,0,0,0,2,4,2,2026
Kang-nam Yoo,03/29/2026,Lotte,,Samsung,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2026
Kim Do-yeong,03/29/2026,Kia,,SSG,3,1,0,0,0,0,0,2,0,0.0,0.4,0.0,0.4,0,0,0,0,1,0,2026
Kim Hyun-soo,03/29/2026,LG,,LG,4,1,0,0,0,0,1,1,0,0.0,0.2,0.0,0.2,0,0,1,0,2,0,2026
Kim Jae-hwan,03/29/2026,Doosan,,Kia,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kim Ji-chan,03/29/2026,Samsung,,Lotte,3,0,1,1,0,0,1,1,0,0.333,0.5,0.667,1.167,0,0,0,0,2,2,2026
Kim Ju-won,03/29/2026,NC,,Doosan,4,0,1,1,0,0,0,1,0,0.25,0.4,0.5,0.9,0,0,0,0,1,2,2026
Kim Seong-yoon,03/29/2026,Samsung,,Lotte,3,0,0,0,0,0,0,0,1,0.0,0.25,0.0,0.25,0,1,0,0,0,0,2026
Kim Sun-bin,03/29/2026,Kia,,SSG,2,1,1,0,0,0,0,2,0,0.5,0.75,0.5,1.25,0,0,0,1,2,1,2026
Kim Tae-yean,03/29/2026,Hanwha,,Kiwoom,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kim Young-woong,03/29/2026,Samsung,,Lotte,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Koo Ja-wook,03/29/2026,Samsung,,Lotte,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kwon Hui-dong,03/29/2026,NC,,Doosan,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Lee Hyung-jong,03/29/2026,Kiwoom,,Hanwha,3,0,0,0,0,0,0,0,1,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2026
Lee Jae-hyeon,03/29/2026,Samsung,,Lotte,2,0,0,0,0,0,1,1,1,0.0,0.5,0.0,0.5,0,0,0,0,1,0,2026
Lewin Díaz,03/29/2026,Samsung,,Lotte,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2026
Matthew Davidson,03/29/2026,NC,,Doosan,3,0,1,1,0,0,1,1,0,0.333,0.5,0.667,1.167,0,0,0,0,2,2,2026
Moon Bo-gyeong,03/29/2026,LG,,KT,4,0,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,0,0,1,1,1,2026
Moon Hyun-bin,03/29/2026,Unknown,,Kiwoom,3,2,1,0,0,0,0,2,0,0.333,0.6,0.333,0.933,0,0,0,1,3,1,2026
Moon Sung-Ju,03/29/2026,LG,,KT,5,0,3,0,0,0,2,0,0,0.6,0.6,0.6,1.2,1,0,0,3,5,3,2026
Na Sung-bum,03/29/2026,Kia,,SSG,5,1,1,0,0,1,2,0,0,0.2,0.2,0.8,1.0,0,0,0,0,4,4,2026
Oh Sun-woo,03/29/2026,Kia,,SSG,1,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,0,0,0,0,0,0,2026
Park Chan-ho,03/29/2026,Kia,,NC,4,1,2,0,0,0,0,1,0,0.5,0.6,0.5,1.1,1,0,0,2,3,2,2026
Park Dong-won,03/29/2026,LG,,KT,3,1,0,0,0,0,1,2,0,0.0,0.4,0.0,0.4,0,0,0,0,2,0,2026
Park Hae-min,03/29/2026,LG,,KT,3,1,0,0,0,0,0,0,1,0.0,0.25,0.0,0.25,1,0,0,0,1,0,2026
Park Kun-woo,03/29/2026,NC,,Doosan,5,1,2,0,0,1,1,0,0,0.4,0.4,1.0,1.4,0,0,0,1,4,5,2026
Park Min-woo,03/29/2026,NC,,Doosan,3,1,2,1,0,0,0,1,0,0.667,0.75,1.0,1.75,2,0,0,1,3,3,2026
Roh Si-Hwan,03/29/2026,Hanwha,,Kiwoom,4,2,2,0,0,0,0,1,0,0.5,0.6,0.5,1.1,0,0,0,2,4,2,2026
Ryu Ji-hyuk,03/29/2026,Samsung,,Lotte,4,1,2,1,0,0,0,0,0,0.5,0.5,0.75,1.25,1,0,0,1,3,3,2026
Sang-su Kim,03/29/2026,KT,,LG,4,1,3,0,0,0,0,0,0,0.75,0.75,0.75,1.5,0,0,0,3,4,3,2026
Shin Min-jae,03/29/2026,LG,,KT,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2026
Son Ho-young,03/29/2026,Lotte,,Samsung,5,2,2,0,0,2,2,0,0,0.4,0.4,1.6,2.0,0,0,1,0,6,8,2026
Víctor Reyes,03/29/2026,Lotte,,Samsung,2,1,1,0,0,1,3,3,0,0.5,0.8,2.0,2.8,0,0,0,0,5,4,2026
Yang Eui-ji,03/29/2026,Doosan,,NC,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Yang Suk-Hwan,03/29/2026,Doosan,,NC,3,2,1,0,0,1,2,1,0,0.333,0.5,1.333,1.833,0,0,0,0,5,4,2026
Yonathan Perlaza,03/29/2026,Hanwha,,Kiwoom,5,2,3,1,0,0,0,0,0,0.6,0.6,0.8,1.4,1,0,0,2,5,4,2026
Yoon Dong-hee,03/29/2026,Lotte,,Samsung,4,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,1,1,2,2,2,2026
Ahn Hyun-min,03/31/2026,KT,,Hanwha,4,1,2,1,0,0,2,2,0,0.5,0.667,0.75,1.417,0,0,0,1,5,3,2026
An Chi-Hong,03/31/2026,Hanwha,,SSG,5,0,2,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0,0,0,2,2,2,2026
Austin Dean,03/31/2026,LG,,Kia,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2026
Chae Eun-seong,03/31/2026,Hanwha,,KT,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,1,1,1,1,2026
Cheon Seong-ho,03/31/2026,KT,,Kia,1,0,1,0,0,0,0,1,0,1.0,1.0,1.0,2.0,0,0,0,1,1,1,2026
Choi Hyoung-woo,03/31/2026,Kia,,Doosan,5,1,3,0,0,1,1,0,0,0.6,0.6,1.2,1.8,0,0,0,2,5,6,2026
Choi Jeong,03/31/2026,SSG,,Kiwoom,4,2,2,1,0,0,0,1,0,0.5,0.6,0.75,1.35,0,0,0,1,4,3,2026
Choi Ji-Hoon,03/31/2026,SSG,,Kiwoom,4,1,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,1,0,0,0,2,2,2026
Choi Won-jun,03/31/2026,Kia,,Hanwha,4,2,1,1,0,0,0,1,0,0.25,0.4,0.5,0.9,0,0,0,0,3,2,2026
Eo Joon-seo,03/31/2026,Kiwoom,,SSG,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2026
Guillermo Heredia,03/31/2026,SSG,,Kiwoom,5,3,2,0,0,1,1,0,0,0.4,0.4,1.0,1.4,0,0,0,1,6,5,2026
Han Yoo-seom,03/31/2026,SSG,,Kiwoom,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2026
Heo Kyoung-Min,03/31/2026,Doosan,,Hanwha,2,0,0,0,0,0,0,0,1,0.0,0.333,0.0,0.333,0,0,0,0,0,0,2026
Hong Chang-ki,03/31/2026,LG,,Kia,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Hwang Seong-bin,03/31/2026,Lotte,,NC,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Im Ji-yeol,03/31/2026,Kiwoom,,SSG,3,1,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,2,1,2026
Jang Sung-woo,03/31/2026,KT,,Hanwha,5,2,3,1,0,1,2,0,0,0.6,0.6,1.4,2.0,0,0,0,1,7,7,2026
Jeon Jun-woo,03/31/2026,Lotte,,NC,4,1,2,1,0,0,0,0,0,0.5,0.5,0.75,1.25,0,0,0,1,3,3,2026
Jung Soo-bin,03/31/2026,Doosan,,Samsung,5,0,1,0,0,0,1,1,0,0.2,0.333,0.2,0.533,1,0,0,1,2,1,2026
Kang Baek-ho,03/31/2026,KT,,KT,5,0,2,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0,0,0,2,2,2,2026
Kang Min-ho,03/31/2026,Samsung,,Doosan,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kang Seung-ho,03/31/2026,Doosan,,Samsung,4,0,2,0,0,0,0,1,1,0.5,0.667,0.5,1.167,0,0,0,2,2,2,2026
Kang-nam Yoo,03/31/2026,Lotte,,NC,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kim Do-yeong,03/31/2026,Kia,,LG,4,1,3,1,0,1,3,1,0,0.75,0.8,1.75,2.55,0,0,0,1,7,7,2026
Kim Hyun-soo,03/31/2026,LG,,Hanwha,4,1,2,1,0,0,0,2,0,0.5,0.667,0.75,1.417,0,0,0,1,3,3,2026
Kim Jae-hwan,03/31/2026,Doosan,,Kiwoom,4,1,1,0,0,1,4,0,0,0.25,0.25,1.0,1.25,0,0,1,0,6,4,2026
Kim Ji-chan,03/31/2026,Samsung,,Doosan,0,0,0,0,0,0,0,2,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,2026
Kim Ju-won,03/31/2026,NC,,Lotte,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kim Seong-yoon,03/31/2026,Samsung,,Doosan,4,1,2,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0,0,0,2,4,2,2026
Kim Sun-bin,03/31/2026,Kia,,LG,5,1,2,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0,0,0,2,3,2,2026
Kim Young-woong,03/31/2026,Samsung,,Doosan,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0,1,1,1,2026
Koo Ja-wook,03/31/2026,Samsung,,Doosan,5,1,2,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0,0,0,2,3,2,2026
Lee Jae-hyeon,03/31/2026,Samsung,,Doosan,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
