Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Ian Happ#,30.0,CHC,NL,1.1,34.0,165.0,143.0,28.0,41.0,9.0,0.0,2.0,16.0,1.0,1.0,21.0,28.0,0.287,0.376,0.392,0.767,120.0,0.354,128.0,56.0,3.0,0.0,0.0,1.0,0.0,*7,
2.0,Jarren Duran*,28.0,BOS,AL,0.5,34.0,163.0,150.0,19.0,42.0,9.0,4.0,2.0,19.0,11.0,3.0,10.0,30.0,0.28,0.331,0.433,0.765,115.0,0.345,114.0,65.0,1.0,2.0,0.0,1.0,0.0,*7/89,
3.0,Rafael Devers*,28.0,BOS,AL,0.9,35.0,161.0,133.0,22.0,34.0,11.0,0.0,5.0,23.0,0.0,0.0,25.0,43.0,0.256,0.373,0.451,0.824,132.0,0.369,138.0,60.0,2.0,1.0,0.0,2.0,2.0,*D,
4.0,Kyle Tucker*,28.0,CHC,NL,1.5,34.0,159.0,134.0,30.0,38.0,8.0,2.0,9.0,30.0,8.0,0.0,24.0,19.0,0.284,0.39,0.575,0.965,172.0,0.42,166.0,77.0,3.0,0.0,0.0,1.0,3.0,*9/D,
5.0,Alex Bregman,31.0,BOS,AL,2.3,34.0,155.0,136.0,24.0,44.0,13.0,0.0,8.0,27.0,1.0,1.0,14.0,28.0,0.324,0.4,0.596,0.996,178.0,0.427,181.0,81.0,1.0,4.0,0.0,1.0,1.0,*5,
6.0,Corbin Carroll*,24.0,ARI,NL,1.5,33.0,154.0,140.0,25.0,39.0,8.0,4.0,9.0,23.0,5.0,1.0,10.0,41.0,0.279,0.344,0.586,0.93,154.0,0.397,150.0,82.0,1.0,4.0,0.0,0.0,1.0,*9/H,
7.0,James Wood*,22.0,WSN,NL,1.2,34.0,151.0,128.0,21.0,35.0,8.0,0.0,9.0,21.0,5.0,2.0,22.0,40.0,0.273,0.384,0.547,0.931,163.0,0.404,162.0,70.0,1.0,1.0,0.0,0.0,0.0,*7/D,
8.0,Bo Bichette,27.0,TOR,AL,0.3,33.0,150.0,141.0,13.0,40.0,10.0,0.0,1.0,14.0,3.0,2.0,6.0,22.0,0.284,0.32,0.376,0.696,100.0,0.311,100.0,53.0,2.0,2.0,0.0,1.0,1.0,*6,
9.0,Bryan Reynolds#,30.0,PIT,NL,-0.5,33.0,150.0,135.0,13.0,32.0,5.0,0.0,4.0,17.0,3.0,2.0,12.0,41.0,0.237,0.3,0.363,0.663,85.0,0.291,78.0,49.0,4.0,1.0,0.0,2.0,1.0,9D,
10.0,Willy Adames,29.0,SFG,NL,-0.5,34.0,149.0,130.0,18.0,28.0,5.0,0.0,2.0,15.0,2.0,2.0,17.0,34.0,0.215,0.302,0.3,0.602,76.0,0.278,80.0,39.0,1.0,0.0,0.0,2.0,0.0,*6/D,
11.0,Jackson Chourio,21.0,MIL,NL,0.8,33.0,149.0,145.0,22.0,37.0,12.0,1.0,6.0,24.0,2.0,2.0,2.0,33.0,0.255,0.268,0.476,0.744,104.0,0.336,112.0,69.0,5.0,1.0,0.0,1.0,0.0,*79/8D,
12.0,Elly De La Cruz#,23.0,CIN,NL,1.2,34.0,149.0,131.0,24.0,36.0,5.0,0.0,5.0,25.0,13.0,4.0,15.0,40.0,0.275,0.356,0.427,0.783,115.0,0.349,109.0,56.0,0.0,2.0,0.0,1.0,2.0,*6,
13.0,Xavier Edwards#,25.0,MIA,NL,-0.2,32.0,149.0,131.0,15.0,34.0,3.0,1.0,0.0,10.0,7.0,2.0,14.0,25.0,0.26,0.331,0.298,0.629,74.0,0.296,72.0,39.0,0.0,1.0,1.0,2.0,1.0,*6/D,
14.0,Brent Rooker,30.0,ATH,AL,0.5,34.0,149.0,136.0,21.0,34.0,5.0,1.0,9.0,18.0,0.0,1.0,12.0,39.0,0.25,0.315,0.5,0.815,130.0,0.355,132.0,68.0,2.0,1.0,0.0,0.0,0.0,*D/79H,
15.0,TJ Friedl*,29.0,CIN,NL,0.4,32.0,148.0,133.0,18.0,36.0,6.0,1.0,1.0,13.0,7.0,2.0,11.0,23.0,0.271,0.327,0.353,0.68,87.0,0.32,91.0,47.0,2.0,1.0,1.0,2.0,0.0,*8/D,
16.0,Bryce Harper*,32.0,PHI,NL,0.7,33.0,148.0,123.0,18.0,28.0,6.0,0.0,5.0,16.0,6.0,0.0,25.0,29.0,0.228,0.358,0.398,0.756,112.0,0.346,110.0,49.0,2.0,0.0,0.0,0.0,2.0,*3,
17.0,Aaron Judge,33.0,NYY,AL,3.2,33.0,148.0,125.0,31.0,54.0,8.0,2.0,11.0,33.0,3.0,2.0,21.0,30.0,0.432,0.52,0.792,1.312,272.0,0.551,280.0,99.0,3.0,2.0,0.0,0.0,4.0,*9/D,
18.0,Lars Nootbaar*,27.0,STL,NL,1.5,32.0,148.0,122.0,22.0,31.0,6.0,0.0,5.0,18.0,4.0,1.0,25.0,23.0,0.254,0.385,0.426,0.811,129.0,0.371,134.0,52.0,3.0,1.0,0.0,0.0,2.0,*7/9D8H,
19.0,Bobby Witt Jr.,25.0,KCR,AL,1.9,34.0,148.0,129.0,20.0,39.0,12.0,0.0,3.0,15.0,9.0,4.0,14.0,24.0,0.302,0.378,0.465,0.843,139.0,0.386,151.0,60.0,0.0,3.0,0.0,2.0,3.0,*6,
20.0,Francisco Lindor#,31.0,NYM,NL,0.8,32.0,147.0,129.0,22.0,38.0,5.0,0.0,6.0,16.0,2.0,1.0,10.0,21.0,0.295,0.361,0.473,0.833,138.0,0.367,139.0,61.0,1.0,5.0,0.0,3.0,0.0,*6,
21.0,Julio Rodríguez,24.0,SEA,AL,1.0,32.0,147.0,129.0,23.0,27.0,4.0,2.0,5.0,16.0,5.0,1.0,15.0,33.0,0.209,0.306,0.388,0.694,108.0,0.316,110.0,50.0,1.0,3.0,0.0,0.0,1.0,*8/H,
22.0,Pete Alonso,30.0,NYM,NL,2.3,33.0,146.0,116.0,23.0,40.0,11.0,1.0,8.0,30.0,0.0,1.0,24.0,22.0,0.345,0.473,0.664,1.136,224.0,0.476,219.0,77.0,5.0,5.0,0.0,1.0,1.0,*3,
23.0,Yandy Díaz,33.0,TBR,AL,0.1,33.0,146.0,132.0,13.0,32.0,8.0,0.0,4.0,14.0,2.0,0.0,11.0,19.0,0.242,0.301,0.394,0.695,99.0,0.308,94.0,52.0,4.0,1.0,0.0,2.0,0.0,*D/3,
24.0,Geraldo Perdomo#,25.0,ARI,NL,1.6,33.0,146.0,115.0,16.0,31.0,5.0,0.0,5.0,26.0,7.0,0.0,23.0,16.0,0.27,0.382,0.443,0.825,130.0,0.381,133.0,51.0,1.0,1.0,2.0,5.0,0.0,*6/H,
25.0,Dansby Swanson,31.0,CHC,NL,0.5,34.0,146.0,135.0,23.0,29.0,5.0,1.0,7.0,18.0,4.0,0.0,9.0,43.0,0.215,0.262,0.422,0.684,92.0,0.309,90.0,57.0,1.0,0.0,1.0,1.0,0.0,*6,
26.0,Heliot Ramos,25.0,SFG,NL,0.3,34.0,145.0,131.0,24.0,32.0,7.0,0.0,5.0,12.0,3.0,0.0,11.0,36.0,0.244,0.31,0.412,0.723,108.0,0.329,110.0,54.0,3.0,2.0,0.0,1.0,0.0,*7/D,
27.0,Kyle Schwarber*,32.0,PHI,NL,1.2,33.0,145.0,115.0,23.0,28.0,3.0,1.0,10.0,25.0,2.0,1.0,26.0,31.0,0.243,0.4,0.548,0.948,163.0,0.413,166.0,63.0,0.0,4.0,0.0,0.0,2.0,*D/7,
28.0,Juan Soto*,26.0,NYM,NL,1.1,33.0,145.0,120.0,24.0,31.0,8.0,0.0,5.0,14.0,2.0,0.0,24.0,21.0,0.258,0.379,0.45,0.829,138.0,0.38,146.0,54.0,6.0,0.0,0.0,1.0,2.0,*9,
29.0,Matt Chapman,32.0,SFG,NL,1.5,34.0,144.0,117.0,16.0,24.0,4.0,0.0,7.0,21.0,4.0,1.0,27.0,38.0,0.205,0.354,0.419,0.773,124.0,0.349,125.0,49.0,0.0,0.0,0.0,0.0,0.0,*5,
30.0,Shohei Ohtani*,30.0,LAD,NL,1.5,31.0,144.0,123.0,35.0,36.0,4.0,3.0,8.0,11.0,9.0,1.0,21.0,37.0,0.293,0.396,0.569,0.965,173.0,0.421,169.0,70.0,0.0,0.0,0.0,0.0,2.0,*D,
31.0,Cal Raleigh#,28.0,SEA,AL,1.8,32.0,144.0,123.0,21.0,31.0,7.0,0.0,12.0,23.0,4.0,0.0,19.0,37.0,0.252,0.361,0.602,0.963,184.0,0.419,185.0,74.0,1.0,2.0,0.0,0.0,2.0,*2/D,
32.0,Tyler Soderstrom*,23.0,ATH,AL,1.0,34.0,144.0,130.0,22.0,36.0,5.0,0.0,9.0,24.0,1.0,0.0,13.0,31.0,0.277,0.34,0.523,0.863,143.0,0.372,141.0,68.0,5.0,0.0,0.0,1.0,0.0,*3/7D,
33.0,Spencer Torkelson,25.0,DET,AL,1.2,34.0,144.0,120.0,23.0,28.0,8.0,0.0,10.0,27.0,1.0,0.0,19.0,37.0,0.233,0.347,0.55,0.897,156.0,0.382,151.0,66.0,4.0,3.0,0.0,2.0,1.0,*3/DH,
34.0,Pete Crow-Armstrong*,23.0,CHC,NL,2.1,34.0,143.0,133.0,26.0,36.0,10.0,1.0,9.0,26.0,12.0,1.0,6.0,29.0,0.271,0.307,0.564,0.871,143.0,0.388,140.0,75.0,0.0,1.0,3.0,0.0,0.0,*8,
35.0,Vladimir Guerrero Jr.,26.0,TOR,AL,0.6,33.0,143.0,125.0,15.0,34.0,6.0,0.0,4.0,17.0,0.0,1.0,16.0,27.0,0.272,0.357,0.416,0.773,122.0,0.336,120.0,52.0,3.0,1.0,0.0,1.0,1.0,*3/DH,
36.0,Trevor Story,32.0,BOS,AL,0.7,34.0,143.0,135.0,16.0,36.0,2.0,0.0,5.0,16.0,7.0,0.0,6.0,41.0,0.267,0.308,0.393,0.7,97.0,0.32,93.0,53.0,0.0,2.0,0.0,0.0,0.0,*6/DH,
37.0,Brice Turang*,25.0,MIL,NL,1.4,33.0,143.0,127.0,28.0,41.0,2.0,0.0,3.0,16.0,8.0,3.0,12.0,29.0,0.323,0.38,0.409,0.79,122.0,0.377,138.0,52.0,0.0,1.0,1.0,2.0,0.0,*4,
38.0,Steven Kwan*,27.0,CLE,AL,1.8,33.0,142.0,131.0,20.0,43.0,6.0,0.0,4.0,15.0,4.0,0.0,9.0,14.0,0.328,0.376,0.466,0.842,142.0,0.381,146.0,61.0,0.0,1.0,1.0,0.0,0.0,*7/D,
39.0,Austin Riley,28.0,ATL,NL,1.1,32.0,142.0,133.0,12.0,38.0,6.0,0.0,6.0,20.0,0.0,0.0,7.0,45.0,0.286,0.331,0.466,0.797,120.0,0.354,121.0,62.0,2.0,2.0,0.0,0.0,0.0,*5,
40.0,Lawrence Butler*,24.0,ATH,AL,0.4,32.0,141.0,128.0,18.0,31.0,7.0,0.0,5.0,11.0,5.0,1.0,13.0,35.0,0.242,0.312,0.414,0.726,106.0,0.324,103.0,53.0,1.0,0.0,0.0,0.0,0.0,*9,
41.0,Nathaniel Lowe*,29.0,WSN,NL,0.3,34.0,141.0,127.0,11.0,32.0,6.0,0.0,6.0,27.0,1.0,0.0,14.0,41.0,0.252,0.326,0.441,0.767,117.0,0.338,114.0,56.0,2.0,0.0,0.0,0.0,0.0,*3/DH,
42.0,Anthony Santander#,30.0,TOR,AL,-0.4,32.0,141.0,125.0,11.0,23.0,5.0,0.0,4.0,12.0,0.0,0.0,15.0,32.0,0.184,0.27,0.32,0.59,69.0,0.265,65.0,40.0,4.0,0.0,0.0,1.0,0.0,D/97,
43.0,Riley Greene*,24.0,DET,AL,0.8,33.0,140.0,131.0,19.0,36.0,5.0,0.0,8.0,21.0,0.0,0.0,8.0,40.0,0.275,0.321,0.496,0.818,133.0,0.351,130.0,65.0,2.0,1.0,0.0,0.0,1.0,*78/D9H,
44.0,Matt Olson*,31.0,ATL,NL,0.9,32.0,140.0,113.0,18.0,26.0,5.0,0.0,5.0,16.0,0.0,0.0,26.0,25.0,0.23,0.379,0.407,0.786,120.0,0.357,124.0,46.0,7.0,1.0,0.0,0.0,0.0,*3,
45.0,Ozzie Albies#,28.0,ATL,NL,0.6,32.0,139.0,129.0,19.0,32.0,4.0,0.0,5.0,14.0,5.0,0.0,10.0,19.0,0.248,0.302,0.395,0.698,93.0,0.316,88.0,51.0,1.0,0.0,0.0,0.0,0.0,*4,
46.0,Randy Arozarena,30.0,SEA,AL,1.1,31.0,139.0,113.0,16.0,25.0,7.0,0.0,5.0,18.0,8.0,0.0,22.0,39.0,0.221,0.367,0.416,0.783,136.0,0.364,138.0,47.0,2.0,4.0,0.0,0.0,0.0,*7,
47.0,Isaac Paredes,26.0,HOU,AL,1.3,32.0,139.0,120.0,14.0,30.0,3.0,1.0,4.0,14.0,0.0,0.0,17.0,23.0,0.25,0.353,0.392,0.744,115.0,0.342,121.0,47.0,3.0,2.0,0.0,0.0,0.0,*5,
48.0,Willson Contreras,33.0,STL,NL,-0.3,32.0,138.0,123.0,13.0,28.0,5.0,0.0,3.0,13.0,2.0,0.0,10.0,35.0,0.228,0.307,0.341,0.648,83.0,0.292,77.0,42.0,6.0,4.0,1.0,0.0,1.0,*3/D,
49.0,Paul Goldschmidt,37.0,NYY,AL,0.8,33.0,138.0,126.0,18.0,44.0,8.0,0.0,3.0,16.0,1.0,0.0,9.0,25.0,0.349,0.394,0.484,0.878,152.0,0.381,149.0,61.0,3.0,1.0,0.0,1.0,1.0,*3/DH,
50.0,Josh Naylor*,28.0,ARI,NL,0.7,32.0,138.0,121.0,15.0,37.0,9.0,0.0,4.0,19.0,5.0,2.0,15.0,18.0,0.306,0.38,0.479,0.859,139.0,0.384,143.0,58.0,5.0,0.0,0.0,1.0,1.0,*3/D,
51.0,Vinnie Pasquantino*,27.0,KCR,AL,-0.2,33.0,138.0,127.0,11.0,23.0,4.0,1.0,5.0,21.0,0.0,0.0,9.0,25.0,0.181,0.239,0.346,0.586,64.0,0.259,57.0,44.0,1.0,1.0,0.0,1.0,2.0,3D,
52.0,Anthony Volpe,24.0,NYY,AL,1.5,33.0,138.0,120.0,16.0,28.0,10.0,0.0,5.0,19.0,4.0,3.0,15.0,35.0,0.233,0.326,0.442,0.768,119.0,0.337,121.0,53.0,1.0,2.0,0.0,1.0,0.0,*6,
53.0,Jose Altuve,35.0,HOU,AL,-0.4,31.0,137.0,127.0,15.0,34.0,3.0,0.0,4.0,14.0,3.0,3.0,9.0,27.0,0.268,0.314,0.386,0.7,101.0,0.301,95.0,49.0,3.0,0.0,0.0,1.0,1.0,7/D4,
54.0,Trevor Larnach*,28.0,MIN,AL,0.3,33.0,137.0,119.0,17.0,27.0,2.0,0.0,4.0,15.0,1.0,0.0,15.0,27.0,0.227,0.316,0.345,0.661,88.0,0.312,95.0,41.0,3.0,1.0,0.0,1.0,1.0,79D/H,
55.0,Jung Hoo Lee*,26.0,SFG,NL,1.5,33.0,137.0,125.0,24.0,39.0,11.0,2.0,3.0,19.0,3.0,1.0,11.0,18.0,0.312,0.365,0.504,0.869,150.0,0.383,151.0,63.0,0.0,0.0,0.0,1.0,0.0,*8/H,
56.0,Trea Turner,32.0,PHI,NL,0.6,31.0,137.0,122.0,20.0,37.0,6.0,0.0,1.0,11.0,6.0,3.0,13.0,25.0,0.303,0.38,0.377,0.757,114.0,0.347,118.0,46.0,1.0,2.0,0.0,0.0,0.0,*6/H,
57.0,Christian Yelich*,33.0,MIL,NL,-0.1,32.0,137.0,117.0,14.0,24.0,3.0,0.0,5.0,23.0,6.0,0.0,18.0,36.0,0.205,0.314,0.359,0.673,89.0,0.319,90.0,42.0,2.0,1.0,0.0,1.0,1.0,*D/7H,
58.0,William Contreras,27.0,MIL,NL,0.9,32.0,136.0,115.0,17.0,28.0,2.0,0.0,3.0,18.0,4.0,0.0,20.0,21.0,0.243,0.353,0.339,0.692,96.0,0.329,100.0,39.0,1.0,0.0,0.0,1.0,3.0,*2/D7,
59.0,Ty France,30.0,MIN,AL,0.1,34.0,136.0,121.0,15.0,32.0,7.0,0.0,3.0,19.0,0.0,0.0,9.0,17.0,0.264,0.338,0.397,0.735,108.0,0.334,112.0,48.0,4.0,5.0,0.0,1.0,0.0,*3,
60.0,JJ Bleday*,27.0,ATH,AL,0.0,33.0,135.0,117.0,22.0,27.0,7.0,0.0,4.0,13.0,1.0,1.0,17.0,28.0,0.231,0.326,0.393,0.719,106.0,0.324,109.0,46.0,2.0,0.0,0.0,1.0,0.0,*8/H,
61.0,Seiya Suzuki,30.0,CHC,NL,1.1,30.0,135.0,121.0,20.0,34.0,6.0,2.0,9.0,29.0,1.0,1.0,13.0,39.0,0.281,0.348,0.587,0.935,162.0,0.401,162.0,71.0,3.0,0.0,0.0,1.0,0.0,*D/79,
62.0,Oneil Cruz*,26.0,PIT,NL,0.5,31.0,134.0,107.0,20.0,27.0,5.0,0.0,8.0,18.0,14.0,0.0,24.0,35.0,0.252,0.388,0.523,0.911,152.0,0.417,149.0,56.0,2.0,1.0,0.0,2.0,2.0,*8/HD,
63.0,Sal Frelick*,25.0,MIL,NL,0.2,34.0,134.0,117.0,16.0,35.0,5.0,2.0,1.0,9.0,7.0,2.0,13.0,16.0,0.299,0.383,0.402,0.785,121.0,0.356,121.0,47.0,1.0,3.0,1.0,0.0,0.0,*98/5,
64.0,Jonathan India,28.0,KCR,AL,0.0,31.0,134.0,113.0,12.0,24.0,6.0,0.0,0.0,5.0,0.0,2.0,19.0,21.0,0.212,0.328,0.265,0.594,72.0,0.27,72.0,30.0,2.0,1.0,0.0,1.0,0.0,57/D,
65.0,Jeremy Peña,27.0,HOU,AL,1.4,32.0,134.0,120.0,17.0,34.0,5.0,0.0,4.0,12.0,5.0,0.0,10.0,20.0,0.283,0.351,0.425,0.776,123.0,0.346,117.0,51.0,1.0,3.0,0.0,1.0,1.0,*6,
66.0,Marcus Semien,34.0,TEX,AL,-0.3,33.0,134.0,117.0,9.0,21.0,1.0,0.0,2.0,13.0,1.0,1.0,15.0,26.0,0.179,0.269,0.239,0.508,51.0,0.241,53.0,28.0,3.0,0.0,0.0,2.0,0.0,*4,
67.0,Mookie Betts,32.0,LAD,NL,1.3,30.0,133.0,116.0,24.0,31.0,4.0,1.0,5.0,21.0,2.0,0.0,15.0,11.0,0.267,0.353,0.448,0.802,129.0,0.353,125.0,52.0,3.0,1.0,0.0,1.0,0.0,*6,
68.0,Nick Castellanos,33.0,PHI,NL,0.0,33.0,133.0,122.0,14.0,33.0,8.0,0.0,3.0,17.0,0.0,0.0,9.0,24.0,0.27,0.323,0.41,0.733,105.0,0.33,105.0,50.0,3.0,1.0,0.0,1.0,0.0,*9/D,
69.0,Brendan Donovan*,28.0,STL,NL,1.1,31.0,133.0,120.0,17.0,40.0,9.0,0.0,3.0,17.0,3.0,1.0,10.0,15.0,0.333,0.386,0.483,0.87,144.0,0.383,144.0,58.0,3.0,1.0,1.0,1.0,0.0,*4/76DH,
70.0,Eugenio Suárez,33.0,ARI,NL,0.3,33.0,133.0,117.0,19.0,23.0,5.0,0.0,10.0,21.0,1.0,0.0,12.0,36.0,0.197,0.286,0.496,0.781,114.0,0.354,120.0,58.0,2.0,3.0,0.0,1.0,1.0,*5/H,
71.0,Fernando Tatis Jr.,26.0,SDP,NL,2.5,31.0,133.0,117.0,26.0,40.0,4.0,1.0,8.0,18.0,8.0,2.0,14.0,20.0,0.342,0.414,0.598,1.012,182.0,0.465,199.0,70.0,2.0,1.0,0.0,1.0,1.0,*9/D,
72.0,Junior Caminero,21.0,TBR,AL,0.1,32.0,132.0,125.0,17.0,30.0,6.0,0.0,6.0,13.0,1.0,0.0,6.0,29.0,0.24,0.273,0.432,0.705,99.0,0.332,112.0,54.0,9.0,0.0,0.0,1.0,0.0,*5/DH,
73.0,Andrés Giménez*,26.0,TOR,AL,0.5,33.0,132.0,117.0,15.0,21.0,4.0,0.0,3.0,8.0,9.0,1.0,10.0,26.0,0.179,0.265,0.291,0.556,60.0,0.267,57.0,34.0,1.0,4.0,0.0,1.0,0.0,*4/H,
74.0,Michael Harris II*,24.0,ATL,NL,-0.1,32.0,132.0,123.0,11.0,27.0,6.0,0.0,3.0,19.0,6.0,1.0,4.0,23.0,0.22,0.238,0.341,0.58,60.0,0.263,51.0,42.0,1.0,0.0,2.0,3.0,0.0,*8/H,
75.0,Ryan McMahon*,30.0,COL,NL,-0.1,32.0,132.0,111.0,10.0,17.0,3.0,0.0,3.0,6.0,1.0,0.0,19.0,44.0,0.153,0.28,0.261,0.542,49.0,0.258,45.0,29.0,1.0,1.0,0.0,1.0,0.0,*5,
76.0,Luis Robert Jr.,27.0,CHW,AL,0.6,31.0,132.0,110.0,17.0,20.0,3.0,0.0,5.0,14.0,13.0,5.0,19.0,42.0,0.182,0.3,0.345,0.645,87.0,0.317,102.0,38.0,2.0,0.0,0.0,1.0,1.0,*8/D,
77.0,Byron Buxton,31.0,MIN,AL,1.0,31.0,131.0,122.0,23.0,32.0,4.0,2.0,6.0,17.0,7.0,0.0,5.0,43.0,0.262,0.298,0.475,0.773,115.0,0.341,107.0,58.0,0.0,2.0,0.0,2.0,0.0,*8,
78.0,Manny Machado,32.0,SDP,NL,0.8,32.0,131.0,118.0,20.0,33.0,10.0,0.0,3.0,14.0,6.0,1.0,12.0,22.0,0.28,0.344,0.441,0.784,120.0,0.349,115.0,52.0,4.0,0.0,0.0,1.0,1.0,*5/D,
79.0,Jacob Wilson,23.0,ATH,AL,0.6,32.0,131.0,125.0,18.0,41.0,6.0,0.0,3.0,17.0,1.0,0.0,5.0,6.0,0.328,0.354,0.448,0.802,129.0,0.359,131.0,56.0,3.0,0.0,1.0,0.0,0.0,*6,
80.0,Alec Bohm,28.0,PHI,NL,-0.9,31.0,130.0,123.0,11.0,27.0,4.0,1.0,0.0,9.0,1.0,0.0,3.0,22.0,0.22,0.254,0.268,0.522,47.0,0.238,39.0,33.0,7.0,3.0,0.0,1.0,0.0,*5,
81.0,Teoscar Hernández,32.0,LAD,NL,1.4,31.0,130.0,124.0,20.0,38.0,9.0,0.0,9.0,33.0,4.0,0.0,4.0,25.0,0.306,0.326,0.597,0.922,158.0,0.398,154.0,74.0,4.0,0.0,0.0,1.0,0.0,*9,
82.0,Miguel Vargas,25.0,CHW,AL,0.6,32.0,130.0,114.0,14.0,25.0,6.0,0.0,2.0,12.0,1.0,0.0,14.0,27.0,0.219,0.315,0.325,0.64,87.0,0.291,85.0,37.0,0.0,2.0,0.0,0.0,0.0,*5/D3H,
