Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
166.0,Brooks Baldwin#,24.0,CHW,AL,-0.5,30.0,102.0,94.0,6.0,22.0,5.0,0.0,3.0,14.0,2.0,0.0,5.0,28.0,0.234,0.27,0.383,0.653,87.0,0.288,80.0,36.0,3.0,0.0,2.0,1.0,0.0,67/49H85,
167.0,Brenton Doyle,27.0,COL,NL,0.4,24.0,102.0,93.0,11.0,22.0,4.0,0.0,4.0,15.0,3.0,0.0,8.0,24.0,0.237,0.294,0.409,0.703,89.0,0.323,88.0,38.0,1.0,0.0,0.0,1.0,0.0,*8/H,
168.0,Christopher Morel,26.0,TBR,AL,0.1,29.0,102.0,92.0,12.0,22.0,6.0,0.0,3.0,11.0,2.0,1.0,9.0,40.0,0.239,0.314,0.402,0.716,105.0,0.334,115.0,37.0,2.0,1.0,0.0,0.0,0.0,*7/H,
169.0,Harrison Bader,31.0,MIN,AL,1.1,31.0,101.0,90.0,11.0,25.0,3.0,0.0,3.0,13.0,2.0,2.0,8.0,26.0,0.278,0.356,0.411,0.768,117.0,0.34,120.0,37.0,1.0,3.0,0.0,0.0,0.0,*7/89H,
170.0,Alejandro Kirk,26.0,TOR,AL,-0.1,25.0,101.0,96.0,5.0,25.0,3.0,0.0,2.0,12.0,0.0,0.0,3.0,14.0,0.26,0.287,0.354,0.641,84.0,0.283,78.0,34.0,6.0,1.0,0.0,1.0,0.0,*2/D,
171.0,Wyatt Langford,23.0,TEX,AL,1.4,24.0,100.0,88.0,10.0,26.0,5.0,0.0,6.0,12.0,4.0,2.0,10.0,20.0,0.295,0.37,0.557,0.927,167.0,0.396,165.0,49.0,3.0,1.0,0.0,1.0,0.0,*7,
172.0,Logan O'Hoppe,25.0,LAA,AL,0.5,27.0,100.0,96.0,12.0,27.0,1.0,0.0,9.0,15.0,0.0,0.0,4.0,34.0,0.281,0.31,0.573,0.883,145.0,0.388,153.0,55.0,1.0,0.0,0.0,0.0,0.0,*2/HD,
173.0,Joey Bart,28.0,PIT,NL,0.3,25.0,99.0,81.0,6.0,22.0,3.0,1.0,1.0,7.0,1.0,0.0,15.0,28.0,0.272,0.404,0.37,0.774,119.0,0.36,124.0,30.0,4.0,3.0,0.0,0.0,0.0,*2/H,
174.0,Gavin Sheets*,29.0,SDP,NL,0.3,29.0,99.0,89.0,11.0,25.0,4.0,0.0,4.0,14.0,1.0,0.0,8.0,27.0,0.281,0.343,0.461,0.804,125.0,0.351,120.0,41.0,2.0,1.0,0.0,1.0,0.0,D/H37,
175.0,Pavin Smith*,29.0,ARI,NL,1.0,30.0,99.0,79.0,17.0,25.0,9.0,0.0,4.0,9.0,1.0,0.0,20.0,30.0,0.316,0.455,0.582,1.037,188.0,0.459,195.0,46.0,4.0,0.0,0.0,0.0,0.0,D/3H,
176.0,Colt Keith*,23.0,DET,AL,-0.2,31.0,98.0,81.0,13.0,14.0,2.0,0.0,2.0,6.0,0.0,0.0,17.0,22.0,0.173,0.316,0.272,0.588,73.0,0.287,83.0,22.0,1.0,0.0,0.0,0.0,0.0,4/DH3,
177.0,Jordan Westburg,26.0,BAL,AL,0.2,23.0,98.0,92.0,12.0,20.0,2.0,1.0,4.0,6.0,0.0,1.0,5.0,22.0,0.217,0.265,0.391,0.657,91.0,0.289,93.0,36.0,1.0,1.0,0.0,0.0,0.0,5/4D,
178.0,Kyle Farmer,34.0,COL,NL,-0.2,28.0,97.0,92.0,2.0,23.0,9.0,0.0,0.0,7.0,0.0,0.0,4.0,22.0,0.25,0.278,0.348,0.626,69.0,0.275,59.0,32.0,2.0,0.0,0.0,1.0,0.0,4/65D3H,
179.0,Ryan Jeffers,28.0,MIN,AL,0.6,26.0,97.0,85.0,8.0,23.0,8.0,0.0,2.0,11.0,0.0,0.0,10.0,17.0,0.271,0.361,0.435,0.796,125.0,0.352,125.0,37.0,3.0,2.0,0.0,0.0,0.0,2/DH,
180.0,Josh Smith*,27.0,TEX,AL,1.0,28.0,97.0,85.0,14.0,24.0,4.0,0.0,3.0,7.0,4.0,1.0,11.0,20.0,0.282,0.365,0.435,0.8,134.0,0.374,146.0,37.0,0.0,0.0,1.0,0.0,1.0,6/5347H89D,
181.0,Alec Burleson*,26.0,STL,NL,-0.3,29.0,96.0,90.0,7.0,23.0,3.0,0.0,0.0,6.0,2.0,0.0,6.0,15.0,0.256,0.302,0.289,0.591,68.0,0.268,58.0,26.0,2.0,0.0,0.0,0.0,1.0,D3/H7,
182.0,Josh Jung,27.0,TEX,AL,0.5,25.0,96.0,92.0,7.0,25.0,5.0,1.0,2.0,8.0,2.0,1.0,4.0,20.0,0.272,0.302,0.413,0.715,107.0,0.319,109.0,38.0,3.0,0.0,0.0,0.0,0.0,*5,
183.0,Jake Meyers,29.0,HOU,AL,1.1,31.0,96.0,88.0,12.0,26.0,5.0,1.0,2.0,13.0,7.0,1.0,6.0,21.0,0.295,0.337,0.443,0.78,123.0,0.353,120.0,39.0,2.0,0.0,1.0,1.0,0.0,*8/H,
184.0,Javier Báez,32.0,DET,AL,1.4,27.0,95.0,90.0,10.0,27.0,6.0,0.0,3.0,14.0,1.0,1.0,4.0,23.0,0.3,0.337,0.467,0.804,131.0,0.354,134.0,42.0,1.0,1.0,0.0,0.0,0.0,85/6H,
185.0,Kameron Misner*,27.0,TBR,AL,0.9,29.0,95.0,86.0,14.0,25.0,7.0,1.0,3.0,11.0,2.0,0.0,6.0,21.0,0.291,0.337,0.5,0.837,137.0,0.36,131.0,43.0,1.0,1.0,0.0,2.0,0.0,*98/7H,
186.0,Patrick Bailey#,26.0,SFG,NL,-0.2,30.0,94.0,87.0,7.0,14.0,5.0,1.0,0.0,9.0,0.0,0.0,6.0,32.0,0.161,0.213,0.241,0.454,32.0,0.204,24.0,21.0,1.0,0.0,0.0,1.0,0.0,*2/H,
187.0,Oswaldo Cabrera#,26.0,NYY,AL,0.6,27.0,94.0,85.0,13.0,23.0,2.0,0.0,1.0,8.0,0.0,1.0,7.0,22.0,0.271,0.34,0.329,0.67,95.0,0.328,115.0,28.0,1.0,2.0,0.0,0.0,0.0,*5/H379,
188.0,Dillon Dingler,26.0,DET,AL,0.8,25.0,94.0,93.0,8.0,28.0,4.0,1.0,4.0,15.0,0.0,0.0,0.0,28.0,0.301,0.309,0.495,0.803,129.0,0.356,134.0,46.0,0.0,1.0,0.0,0.0,0.0,*2/H,
189.0,Jonah Heim#,30.0,TEX,AL,0.5,26.0,94.0,88.0,9.0,24.0,2.0,0.0,4.0,10.0,2.0,0.0,6.0,19.0,0.273,0.319,0.432,0.751,118.0,0.345,124.0,38.0,3.0,0.0,0.0,0.0,0.0,2/DH,
190.0,Jackson Holliday*,21.0,BAL,AL,0.0,27.0,93.0,84.0,9.0,21.0,1.0,1.0,2.0,9.0,2.0,2.0,7.0,22.0,0.25,0.323,0.357,0.68,101.0,0.321,116.0,30.0,1.0,2.0,0.0,0.0,0.0,*4/6H,
191.0,Gleyber Torres,28.0,DET,AL,0.8,21.0,93.0,84.0,13.0,25.0,3.0,0.0,4.0,15.0,4.0,0.0,8.0,9.0,0.298,0.355,0.476,0.831,139.0,0.374,139.0,40.0,2.0,0.0,0.0,1.0,0.0,4/D,
192.0,CJ Abrams*,24.0,WSN,NL,1.1,21.0,92.0,83.0,13.0,24.0,4.0,2.0,4.0,11.0,6.0,1.0,4.0,20.0,0.289,0.341,0.53,0.871,145.0,0.384,141.0,44.0,0.0,3.0,1.0,1.0,0.0,6,
193.0,Jo Adell,26.0,LAA,AL,-0.7,26.0,92.0,87.0,5.0,16.0,4.0,0.0,2.0,14.0,1.0,0.0,4.0,24.0,0.184,0.228,0.299,0.527,49.0,0.236,40.0,26.0,1.0,1.0,0.0,0.0,0.0,*8/9H,
194.0,Andrew Benintendi*,30.0,CHW,AL,0.4,23.0,92.0,82.0,12.0,19.0,0.0,0.0,5.0,12.0,0.0,0.0,8.0,16.0,0.232,0.308,0.415,0.722,108.0,0.327,112.0,34.0,1.0,1.0,0.0,0.0,0.0,7/DH,
195.0,Matt Mervis*,27.0,MIA,NL,-0.2,26.0,92.0,82.0,11.0,16.0,2.0,0.0,7.0,14.0,0.0,0.0,7.0,35.0,0.195,0.272,0.476,0.747,100.0,0.337,105.0,39.0,0.0,2.0,0.0,1.0,1.0,3/DH,
196.0,Mickey Moniak*,27.0,COL,NL,-0.5,29.0,92.0,84.0,10.0,16.0,2.0,3.0,3.0,9.0,0.0,2.0,7.0,19.0,0.19,0.261,0.393,0.654,75.0,0.268,62.0,33.0,0.0,1.0,0.0,0.0,1.0,*89/7H,
197.0,Gabriel Moreno,25.0,ARI,NL,-0.3,27.0,92.0,82.0,15.0,20.0,3.0,0.0,0.0,5.0,0.0,0.0,10.0,16.0,0.244,0.326,0.28,0.607,72.0,0.284,72.0,23.0,2.0,0.0,0.0,0.0,0.0,*2/H,
198.0,Kyren Paris,23.0,LAA,AL,0.9,29.0,92.0,82.0,13.0,18.0,3.0,1.0,5.0,10.0,5.0,0.0,6.0,35.0,0.22,0.297,0.463,0.76,113.0,0.364,126.0,38.0,1.0,3.0,0.0,0.0,0.0,4/8H7D,
199.0,Brayan Rocchio#,24.0,CLE,AL,-0.7,31.0,92.0,81.0,7.0,15.0,3.0,0.0,0.0,6.0,1.0,2.0,5.0,18.0,0.185,0.261,0.222,0.483,42.0,0.216,37.0,18.0,3.0,4.0,0.0,2.0,0.0,*6,
200.0,Masyn Winn,23.0,STL,NL,0.7,23.0,92.0,81.0,16.0,22.0,4.0,0.0,3.0,8.0,2.0,2.0,8.0,24.0,0.272,0.348,0.432,0.78,119.0,0.337,116.0,35.0,0.0,2.0,0.0,1.0,0.0,*6,
201.0,Jacob Young,25.0,WSN,NL,0.2,29.0,92.0,76.0,13.0,17.0,3.0,0.0,0.0,2.0,3.0,3.0,10.0,12.0,0.224,0.33,0.263,0.593,72.0,0.274,76.0,20.0,2.0,2.0,4.0,0.0,0.0,*8/HD,
202.0,Jeimer Candelario#,31.0,CIN,NL,-0.9,22.0,91.0,80.0,3.0,9.0,2.0,0.0,2.0,10.0,0.0,1.0,9.0,29.0,0.113,0.198,0.213,0.41,13.0,0.186,3.0,17.0,1.0,0.0,0.0,2.0,0.0,5/3D,
203.0,Joc Pederson*,33.0,TEX,AL,-1.2,28.0,91.0,81.0,3.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,7.0,20.0,0.099,0.189,0.16,0.349,4.0,0.167,-3.0,13.0,4.0,2.0,0.0,0.0,0.0,*D/H3,
204.0,Tyrone Taylor,31.0,NYM,NL,0.4,26.0,91.0,86.0,11.0,19.0,3.0,2.0,1.0,6.0,2.0,1.0,2.0,21.0,0.221,0.264,0.337,0.601,72.0,0.277,75.0,29.0,1.0,3.0,0.0,0.0,0.0,*8/H79,
205.0,Alek Thomas*,25.0,ARI,NL,0.3,26.0,91.0,84.0,10.0,25.0,6.0,2.0,0.0,13.0,3.0,1.0,4.0,20.0,0.298,0.341,0.417,0.757,111.0,0.333,105.0,35.0,2.0,2.0,0.0,1.0,0.0,*8/HD,
206.0,Gio Urshela,33.0,ATH,AL,-0.6,26.0,91.0,85.0,3.0,19.0,8.0,1.0,0.0,10.0,0.0,0.0,5.0,15.0,0.224,0.267,0.341,0.608,73.0,0.277,73.0,29.0,2.0,0.0,1.0,0.0,0.0,*5,
207.0,Tyler Fitzgerald,27.0,SFG,NL,0.9,25.0,90.0,81.0,14.0,23.0,4.0,1.0,2.0,7.0,5.0,1.0,6.0,20.0,0.284,0.341,0.432,0.773,123.0,0.357,129.0,35.0,0.0,1.0,2.0,0.0,0.0,*4,
208.0,Freddie Freeman*,35.0,LAD,NL,1.0,22.0,90.0,77.0,15.0,26.0,7.0,0.0,6.0,21.0,0.0,1.0,11.0,14.0,0.338,0.422,0.662,1.085,206.0,0.449,201.0,51.0,2.0,1.0,0.0,1.0,1.0,3/H,
209.0,Ryan O'Hearn*,31.0,BAL,AL,0.8,24.0,90.0,80.0,12.0,24.0,3.0,0.0,6.0,13.0,1.0,1.0,9.0,11.0,0.3,0.378,0.563,0.94,174.0,0.403,174.0,45.0,1.0,1.0,0.0,0.0,0.0,D/39H,
210.0,Miguel Andujar,30.0,ATH,AL,0.3,23.0,89.0,83.0,9.0,27.0,2.0,1.0,2.0,11.0,0.0,0.0,5.0,11.0,0.325,0.36,0.446,0.805,130.0,0.36,133.0,37.0,2.0,0.0,0.0,1.0,0.0,7/H35D,
211.0,Cam Smith,22.0,HOU,AL,0.5,24.0,89.0,78.0,9.0,16.0,1.0,1.0,3.0,10.0,1.0,0.0,9.0,26.0,0.205,0.303,0.359,0.662,90.0,0.302,90.0,28.0,1.0,2.0,0.0,0.0,0.0,*9,
212.0,Enmanuel Valdéz*,26.0,PIT,NL,0.2,27.0,89.0,78.0,7.0,17.0,3.0,2.0,2.0,12.0,0.0,0.0,11.0,14.0,0.218,0.315,0.385,0.699,95.0,0.313,92.0,30.0,2.0,0.0,0.0,0.0,0.0,*3/4H9,
213.0,Jose Iglesias,35.0,SDP,NL,0.0,25.0,88.0,79.0,4.0,20.0,4.0,0.0,0.0,10.0,2.0,0.0,3.0,12.0,0.253,0.314,0.304,0.618,76.0,0.305,85.0,24.0,1.0,4.0,2.0,0.0,0.0,4/567,
214.0,Kyle Isbel*,28.0,KCR,AL,0.2,30.0,88.0,83.0,7.0,20.0,2.0,1.0,2.0,11.0,1.0,1.0,1.0,19.0,0.241,0.244,0.361,0.606,70.0,0.25,53.0,30.0,1.0,0.0,2.0,2.0,0.0,*8/H,
215.0,Nolan Jones*,27.0,CLE,AL,-0.7,29.0,88.0,75.0,5.0,12.0,5.0,0.0,1.0,5.0,2.0,1.0,13.0,29.0,0.16,0.284,0.267,0.551,61.0,0.253,57.0,20.0,2.0,0.0,0.0,0.0,1.0,*98/H7,
216.0,Corey Seager*,31.0,TEX,AL,1.3,22.0,88.0,81.0,9.0,23.0,2.0,0.0,4.0,6.0,0.0,0.0,7.0,16.0,0.284,0.341,0.457,0.798,132.0,0.346,129.0,37.0,1.0,0.0,0.0,0.0,1.0,6/D,
217.0,Jake Fraley*,30.0,CIN,NL,0.4,26.0,87.0,74.0,12.0,16.0,3.0,0.0,3.0,9.0,3.0,2.0,13.0,15.0,0.216,0.333,0.378,0.712,96.0,0.329,103.0,28.0,0.0,0.0,0.0,0.0,0.0,*9/H,
218.0,Carlos Narváez,26.0,BOS,AL,0.7,23.0,87.0,81.0,11.0,17.0,4.0,0.0,3.0,8.0,0.0,1.0,6.0,20.0,0.21,0.264,0.37,0.635,78.0,0.275,73.0,30.0,2.0,0.0,0.0,0.0,0.0,2,
219.0,Ernie Clement,29.0,TOR,AL,0.2,31.0,86.0,80.0,6.0,18.0,4.0,0.0,0.0,5.0,1.0,1.0,4.0,12.0,0.225,0.259,0.275,0.534,54.0,0.235,45.0,22.0,3.0,0.0,1.0,1.0,0.0,*5/H46,
220.0,Trent Grisham*,28.0,NYY,AL,1.1,27.0,86.0,77.0,15.0,22.0,1.0,0.0,8.0,15.0,0.0,1.0,8.0,17.0,0.286,0.36,0.61,0.971,173.0,0.419,182.0,47.0,0.0,1.0,0.0,0.0,0.0,*8,
221.0,Nick Allen,26.0,ATL,NL,0.6,25.0,85.0,79.0,7.0,22.0,4.0,0.0,0.0,7.0,5.0,2.0,4.0,21.0,0.278,0.329,0.329,0.659,85.0,0.301,83.0,26.0,1.0,2.0,0.0,0.0,0.0,*6/H,
222.0,Heston Kjerstad*,26.0,BAL,AL,-0.4,29.0,85.0,79.0,10.0,16.0,2.0,0.0,3.0,12.0,1.0,0.0,2.0,25.0,0.203,0.247,0.342,0.589,72.0,0.262,67.0,27.0,3.0,3.0,0.0,1.0,0.0,*7/9HD,
223.0,Bo Naylor*,25.0,CLE,AL,0.4,24.0,85.0,73.0,10.0,14.0,2.0,0.0,5.0,11.0,1.0,1.0,10.0,18.0,0.192,0.286,0.425,0.71,102.0,0.318,107.0,31.0,0.0,0.0,1.0,1.0,0.0,*2/H,
224.0,Taylor Walls#,28.0,TBR,AL,0.7,29.0,85.0,73.0,9.0,11.0,0.0,0.0,1.0,7.0,4.0,0.0,10.0,20.0,0.151,0.247,0.192,0.439,29.0,0.23,32.0,14.0,1.0,0.0,0.0,2.0,0.0,*6/HD,
225.0,Luisangel Acuña,23.0,NYM,NL,0.3,28.0,84.0,76.0,13.0,22.0,6.0,0.0,0.0,4.0,7.0,1.0,7.0,16.0,0.289,0.345,0.368,0.714,106.0,0.331,103.0,28.0,3.0,0.0,0.0,1.0,0.0,*4/H6,
226.0,Pedro Pagés,26.0,STL,NL,0.0,24.0,84.0,81.0,9.0,19.0,6.0,0.0,2.0,13.0,0.0,0.0,2.0,18.0,0.235,0.25,0.383,0.633,76.0,0.284,74.0,31.0,2.0,0.0,0.0,1.0,0.0,*2/4,
227.0,Jorge Polanco#,31.0,SEA,AL,1.4,24.0,84.0,76.0,14.0,30.0,5.0,0.0,9.0,25.0,1.0,1.0,5.0,9.0,0.395,0.434,0.816,1.25,266.0,0.532,275.0,62.0,0.0,1.0,1.0,1.0,0.0,D/5H43,
228.0,Luke Raley*,30.0,SEA,AL,0.2,24.0,84.0,68.0,10.0,14.0,2.0,0.0,2.0,8.0,2.0,1.0,10.0,20.0,0.206,0.345,0.324,0.669,103.0,0.307,107.0,22.0,0.0,5.0,0.0,1.0,0.0,9/3DH8,
229.0,Danny Jansen,30.0,TBR,AL,0.5,24.0,83.0,68.0,5.0,10.0,2.0,0.0,1.0,5.0,0.0,0.0,15.0,20.0,0.147,0.301,0.221,0.522,54.0,0.266,66.0,15.0,3.0,0.0,0.0,0.0,0.0,*2/H,
230.0,Santiago Espinal,30.0,CIN,NL,0.5,25.0,82.0,75.0,8.0,26.0,5.0,0.0,0.0,8.0,0.0,1.0,7.0,6.0,0.347,0.402,0.413,0.816,125.0,0.356,124.0,31.0,2.0,0.0,0.0,0.0,0.0,4/5796H,
231.0,Alan Roden*,25.0,TOR,AL,-0.3,27.0,82.0,72.0,6.0,13.0,3.0,0.0,1.0,5.0,0.0,0.0,5.0,17.0,0.181,0.256,0.264,0.52,51.0,0.236,44.0,19.0,0.0,3.0,0.0,2.0,0.0,*7/9H8,
232.0,Leody Taveras#,26.0,TEX,AL,0.0,29.0,82.0,79.0,7.0,19.0,3.0,1.0,1.0,8.0,6.0,1.0,2.0,23.0,0.241,0.259,0.342,0.601,75.0,0.273,66.0,27.0,0.0,0.0,1.0,0.0,0.0,*8/H,
233.0,Ramón Urías,31.0,BAL,AL,0.6,22.0,82.0,72.0,5.0,21.0,2.0,0.0,2.0,9.0,0.0,0.0,8.0,16.0,0.292,0.354,0.403,0.756,124.0,0.337,124.0,29.0,2.0,0.0,0.0,2.0,0.0,5/DH,
234.0,Sean Murphy,30.0,ATL,NL,0.9,19.0,79.0,69.0,11.0,15.0,2.0,0.0,7.0,14.0,0.0,0.0,7.0,26.0,0.217,0.316,0.551,0.867,137.0,0.382,142.0,38.0,2.0,3.0,0.0,0.0,0.0,2/DH,
235.0,Jose Trevino,32.0,CIN,NL,0.7,26.0,79.0,72.0,15.0,23.0,6.0,0.0,3.0,9.0,0.0,0.0,5.0,9.0,0.319,0.359,0.528,0.887,140.0,0.382,138.0,38.0,2.0,0.0,1.0,1.0,0.0,*2,
236.0,José Caballero,28.0,TBR,AL,0.6,26.0,78.0,69.0,7.0,16.0,4.0,1.0,1.0,11.0,8.0,3.0,9.0,26.0,0.232,0.321,0.362,0.683,97.0,0.323,103.0,25.0,0.0,0.0,0.0,0.0,0.0,569/H7,
237.0,Garrett Mitchell*,26.0,MIL,NL,0.1,25.0,78.0,68.0,9.0,14.0,4.0,1.0,0.0,3.0,3.0,0.0,7.0,25.0,0.206,0.286,0.294,0.58,64.0,0.271,57.0,20.0,0.0,1.0,1.0,1.0,0.0,*8/H,
238.0,Dylan Moore,32.0,SEA,AL,0.9,23.0,78.0,70.0,16.0,20.0,1.0,0.0,6.0,9.0,5.0,4.0,7.0,17.0,0.286,0.346,0.557,0.903,167.0,0.387,172.0,39.0,0.0,0.0,0.0,1.0,0.0,/459H3D6,
239.0,Hunter Renfroe,33.0,KCR,AL,-1.4,23.0,78.0,70.0,1.0,11.0,2.0,0.0,0.0,4.0,0.0,0.0,7.0,16.0,0.157,0.231,0.186,0.416,21.0,0.197,13.0,13.0,3.0,0.0,0.0,1.0,0.0,9/HD,
240.0,Jordan Beck,24.0,COL,NL,0.2,23.0,77.0,68.0,13.0,18.0,3.0,1.0,5.0,11.0,4.0,1.0,8.0,27.0,0.265,0.338,0.559,0.896,139.0,0.42,158.0,38.0,1.0,0.0,0.0,1.0,0.0,7/H,
241.0,Carson Kelly,30.0,CHC,NL,1.7,19.0,76.0,57.0,15.0,21.0,2.0,1.0,7.0,22.0,0.0,0.0,17.0,6.0,0.368,0.513,0.807,1.32,271.0,0.537,257.0,46.0,1.0,1.0,0.0,1.0,0.0,2/H,
242.0,Jesse Winker*,31.0,NYM,NL,0.1,23.0,76.0,67.0,8.0,16.0,5.0,2.0,1.0,9.0,1.0,0.0,8.0,20.0,0.239,0.316,0.418,0.734,110.0,0.318,101.0,28.0,1.0,0.0,0.0,1.0,1.0,D/H7,
243.0,Alex Call,30.0,WSN,NL,0.5,22.0,75.0,58.0,10.0,19.0,3.0,1.0,0.0,12.0,1.0,0.0,13.0,6.0,0.328,0.432,0.414,0.846,144.0,0.396,155.0,24.0,1.0,0.0,1.0,3.0,0.0,9/7H,
244.0,Justyn-Henry Malloy,25.0,DET,AL,0.0,25.0,75.0,57.0,9.0,10.0,3.0,0.0,1.0,8.0,0.0,0.0,15.0,19.0,0.175,0.347,0.281,0.627,86.0,0.295,89.0,16.0,1.0,1.0,0.0,2.0,0.0,D/H97,
245.0,Tyler O'Neill,30.0,BAL,AL,0.4,18.0,74.0,65.0,8.0,14.0,3.0,1.0,2.0,10.0,0.0,0.0,5.0,21.0,0.215,0.284,0.385,0.668,96.0,0.29,89.0,25.0,1.0,2.0,0.0,2.0,0.0,9/7D,
246.0,Liam Hicks*,26.0,MIA,NL,0.0,22.0,73.0,62.0,6.0,15.0,3.0,0.0,1.0,15.0,0.0,0.0,6.0,10.0,0.242,0.324,0.339,0.663,82.0,0.301,79.0,21.0,1.0,2.0,2.0,1.0,0.0,*2/H,
247.0,Jake Mangum#,29.0,TBR,AL,0.8,21.0,73.0,68.0,7.0,23.0,4.0,0.0,0.0,7.0,8.0,0.0,5.0,7.0,0.338,0.384,0.397,0.781,126.0,0.369,121.0,27.0,2.0,0.0,0.0,0.0,0.0,9/87,
248.0,Nick Martini*,35.0,COL,NL,0.1,27.0,73.0,65.0,6.0,15.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0,10.0,0.231,0.315,0.262,0.577,59.0,0.276,59.0,17.0,1.0,0.0,0.0,0.0,1.0,9/HD7,
249.0,Willi Castro#,28.0,MIN,AL,-0.1,18.0,72.0,66.0,7.0,15.0,6.0,0.0,1.0,5.0,1.0,0.0,3.0,15.0,0.227,0.292,0.364,0.655,85.0,0.292,79.0,24.0,0.0,3.0,0.0,0.0,0.0,4/5617,
